SIRUTA,F1,F2,F3,F4,F5
125472,0.21,2.13,0.04,-1.29,1.95
125490,-0.06,-0.17,-0.01,0.06,0.02
125542,0.02,0.46,-0.08,0.03,0.47
125588,-0.06,-0.17,-0.04,-0.01,0.01
125622,-0.06,-0.01,0.05,0.08,0.26
125659,-0.06,-0.17,-0.03,-0.0,0.02
125677,-0.06,-0.11,-0.05,0.07,0.08
125757,-0.06,-0.18,-0.08,-0.02,0.02
125846,-0.06,-0.14,-0.05,-0.05,0.01
125873,-0.09,-0.12,0.15,-0.12,-0.41
125962,-0.04,-0.1,-0.15,-0.21,0.16
125999,-0.05,-0.09,-0.05,0.04,0.11
126022,-0.05,-0.16,-0.03,0.01,0.01
126077,-0.07,-0.11,0.03,-0.05,-0.1
126102,-0.07,-0.17,0.01,0.03,-0.01
126148,-0.04,-0.16,-0.04,-0.06,0.04
126166,-0.05,-0.14,-0.03,0.06,-0.0
126228,-0.06,-0.15,-0.08,-0.07,0.04
126326,-0.06,-0.17,-0.03,0.0,0.01
126380,-0.06,-0.23,-0.07,0.02,0.02
126406,-0.3,-0.59,0.77,0.66,-0.23
126433,-0.06,-0.11,0.06,0.22,-0.07
126503,-0.05,-0.18,-0.12,-0.08,0.04
126585,-0.05,-0.15,-0.06,-0.0,0.06
126647,-0.03,-0.01,-0.18,0.07,0.42
126674,-0.06,-0.14,-0.04,-0.03,0.01
126718,-0.06,-0.1,-0.04,0.01,0.05
126772,-0.06,-0.11,0.09,0.02,0.06
126825,-0.06,-0.18,-0.09,-0.03,0.01
126905,-0.06,-0.16,-0.03,-0.01,0.03
126978,-0.06,-0.15,-0.03,-0.01,0.06
127019,-0.05,-0.13,-0.04,0.09,0.09
127064,-0.03,0.03,-0.24,0.02,0.56
127126,-0.06,-0.13,-0.04,-0.07,-0.09
127144,-0.06,-0.09,-0.1,0.04,0.18
127171,-0.05,-0.15,0.02,0.18,0.02
127224,-0.05,-0.14,-0.03,-0.05,0.04
127251,-0.03,-0.11,-0.31,-0.39,0.23
127288,-0.03,-0.17,-0.26,-0.19,-0.08
127322,-0.06,-0.15,-0.05,0.02,0.01
127368,-0.04,-0.12,-0.13,-0.26,0.07
127386,-0.06,-0.15,-0.01,0.05,0.01
127411,-0.06,-0.16,-0.05,-0.02,0.03
127493,-0.06,-0.11,-0.15,0.15,0.1
127536,-0.07,-0.17,-0.04,0.01,0.0
127563,-0.05,-0.03,0.02,-0.01,0.03
127625,-0.06,-0.16,-0.04,-0.04,0.01
127689,-0.06,-0.16,-0.02,0.04,0.02
127714,-0.07,-0.19,-0.02,-0.02,0.03
127750,-0.06,-0.16,-0.04,-0.01,0.03
127812,-0.06,-0.15,-0.02,0.0,0.03
127858,-0.05,-0.15,-0.03,0.03,0.06
127901,-0.08,-0.13,-0.06,0.01,-0.04
127938,-0.05,-0.15,-0.04,-0.02,0.03
127983,-0.03,-0.09,-0.18,-0.26,0.15
128052,-0.05,-0.12,-0.07,-0.02,0.11
128105,-0.01,-0.14,-0.03,0.49,0.18
128178,-0.06,0.12,-0.11,-0.39,0.02
128221,-0.03,-0.07,0.2,-0.01,-0.19
128301,-0.06,-0.16,-0.04,-0.01,0.03
128374,-0.03,-0.01,-0.18,-0.35,0.23
128436,-0.06,-0.16,-0.02,-0.02,-0.07
128472,-0.05,-0.16,-0.03,0.02,-0.01
128524,-0.07,-0.21,-0.08,0.0,-0.03
128560,-0.06,-0.15,-0.03,-0.01,-0.0
128588,-0.09,-0.28,-0.03,-0.02,-0.13
128613,-0.06,-0.16,-0.01,0.02,0.03
128659,-0.06,-0.17,-0.01,0.02,-0.01
128711,-0.08,0.08,-0.19,-0.51,0.03
128864,-0.06,-0.16,-0.04,-0.0,0.02
128882,-0.06,-0.16,-0.03,-0.0,0.03
128962,-0.05,-0.13,-0.05,-0.03,0.09
129040,-0.06,-0.16,-0.04,-0.01,0.03
129095,-0.06,-0.1,-0.04,0.05,0.09
129111,-0.06,-0.18,-0.04,-0.01,0.03
129139,-0.02,-0.09,-0.36,-0.42,0.29
129184,-0.05,-0.08,-0.01,-0.03,0.06
129246,-0.09,-0.21,0.03,0.24,-0.12
129282,-0.06,-0.17,-0.04,0.0,0.0
129317,-0.06,-0.17,-0.04,-0.01,0.03
129380,-0.05,-0.12,0.05,-0.03,0.05
129460,-0.06,-0.14,-0.03,-0.01,0.03
129503,-0.06,-0.16,-0.04,-0.01,0.03
129567,-0.04,-0.24,-0.14,0.04,0.21
129585,-0.07,-0.2,-0.04,0.03,-0.01
129629,-0.05,-0.15,-0.03,0.01,0.02
129656,-0.06,-0.11,0.06,0.08,0.02
129718,-0.04,-0.13,-0.14,-0.17,0.14
129745,-0.06,-0.16,-0.05,-0.03,0.01
129763,-0.06,-0.16,-0.03,-0.01,0.04
129816,-0.06,-0.19,-0.05,0.0,0.0
129898,-0.03,-0.12,-0.27,-0.36,0.17
129914,-0.06,-0.15,-0.01,-0.02,0.01
129987,-0.06,-0.16,-0.03,0.0,-0.05
130026,-0.06,-0.15,-0.07,-0.02,0.07
130062,-0.06,-0.14,-0.01,0.02,0.02
130124,-0.06,-0.16,-0.03,-0.02,-0.01
130231,-0.06,-0.16,-0.03,0.01,0.02
130286,-0.06,-0.16,-0.04,-0.01,0.02
130295,-0.05,-0.14,0.03,0.14,-0.0
130302,-0.05,-0.15,-0.02,-0.04,0.04
130311,-0.06,-0.16,-0.04,-0.01,0.02
130320,-0.04,-0.1,-0.17,-0.16,0.14
130339,-0.06,-0.16,-0.03,0.01,0.02
130348,-0.06,-0.16,-0.04,-0.01,0.03
130357,-0.05,-0.13,-0.03,-0.0,0.09
130366,-0.06,-0.15,-0.03,-0.02,0.01
130375,-0.05,-0.15,-0.05,-0.05,0.06
130384,-0.06,-0.16,-0.04,-0.0,0.02
130534,3.47,9.49,43.31,-3.7,-23.48
130552,-0.17,-2.45,-6.54,0.47,-3.3
130614,-0.02,0.63,1.34,1.28,-0.82
130678,0.21,0.9,0.31,-0.85,0.48
130712,0.27,-0.13,-2.1,5.25,-5.17
130785,0.08,0.41,0.39,1.49,0.64
130847,0.19,1.49,-0.85,-1.45,2.24
130892,0.12,-0.44,-0.43,-0.67,-0.32
130954,-0.07,-0.11,0.09,0.19,0.06
130981,0.1,0.62,1.31,0.81,-0.18
131069,-0.09,-0.28,0.39,0.09,-0.11
131103,0.05,0.65,-0.27,0.2,-0.75
131210,-0.09,-0.79,0.39,0.62,-1.19
131256,0.43,0.88,0.6,2.03,-4.5
131274,-0.23,-0.77,0.09,0.37,-1.35
131336,-0.04,0.13,0.25,0.34,-0.67
131407,-0.09,-0.2,0.16,0.03,-0.59
131443,0.27,-2.19,-3.48,0.4,-1.55
131461,-0.06,-0.21,0.03,0.24,-0.03
131540,0.28,0.57,-0.37,2.3,0.73
131577,-0.01,-0.12,-0.03,-0.11,0.1
131620,-0.07,0.14,0.25,0.51,-0.97
131817,0.1,-0.63,-0.47,0.75,-3.62
131835,-0.02,-0.06,-0.14,-0.03,-0.15
131899,-0.04,-0.1,-0.09,-0.07,0.15
131933,-0.07,-0.11,-0.08,-0.14,-0.21
131988,-0.05,-0.19,-0.16,-0.11,-0.07
132011,-0.06,-0.15,-0.03,-0.01,0.0
132075,0.35,1.51,-1.7,-2.58,-0.4
132137,-0.06,-0.15,-0.0,0.06,0.02
132164,-0.04,-0.02,-0.21,-0.08,0.36
132226,-0.01,0.21,-0.29,0.23,0.81
132271,-0.05,-0.13,-0.02,0.07,-0.02
132315,-0.08,0.04,0.39,1.19,-0.64
132342,-0.04,-0.16,0.02,0.1,-0.07
132379,-0.03,-0.03,-0.14,-0.29,0.08
132404,-0.03,-0.15,0.01,-0.17,-0.13
132459,-0.05,-0.16,-0.02,-0.07,0.04
132486,-0.06,-0.15,-0.02,-0.03,-0.02
132510,-0.08,-0.19,0.03,-0.45,-0.18
132574,-0.06,-0.06,0.02,-0.18,-0.16
132645,-0.05,-0.12,-0.01,0.06,-0.02
132681,0.61,0.51,0.69,2.34,-3.37
132716,-0.08,0.16,0.94,0.61,0.51
132752,-0.06,-0.14,-0.01,-0.07,0.04
132805,0.1,0.04,0.17,-1.38,0.84
132841,-0.06,-0.12,-0.05,-0.08,0.04
132896,-0.04,-0.6,0.17,0.35,-0.85
133018,-0.07,-0.15,0.17,0.77,0.16
133090,-0.07,-0.02,0.05,0.06,-0.02
133161,-0.06,0.5,1.35,0.22,0.4
133214,-0.05,0.02,0.14,0.18,-0.15
133278,-0.04,-0.19,0.02,-0.05,-0.05
133330,-0.1,-0.97,1.17,0.57,0.34
133394,-0.04,-0.07,-0.1,-0.25,-0.0
133429,-0.06,-0.16,-0.03,-0.01,0.0
133508,-0.06,0.07,0.04,0.03,-0.12
133562,-0.05,-0.09,-0.1,0.02,0.14
133615,-0.06,-0.15,-0.02,-0.01,-0.03
133688,-0.08,-0.11,0.17,0.07,-0.12
133722,-0.06,-0.14,0.0,-0.02,-0.05
133795,-0.35,-1.51,-0.62,-0.67,-1.28
133866,-0.13,-0.34,-0.2,-0.19,-1.68
133919,-0.05,-0.16,0.01,-0.05,0.02
133964,-0.08,-0.02,-0.13,0.4,-0.32
134014,-0.05,-0.08,0.15,0.16,0.06
134050,-0.03,-0.06,-0.07,0.23,-0.12
134096,-0.05,0.12,-0.21,-0.59,-0.24
134194,0.01,-0.02,-0.19,-0.21,0.27
134336,-0.05,-0.14,-0.04,-0.04,0.05
134390,0.0,0.33,-0.71,-0.33,0.84
134443,-0.06,-0.12,-0.01,-0.04,-0.04
134559,-0.06,-0.06,-0.06,-0.13,0.04
134648,-0.06,-0.31,-0.04,0.05,-0.35
134755,-0.06,-0.14,0.0,0.06,-0.02
134853,-0.05,-0.22,-0.02,-0.0,-0.13
134899,-0.03,-0.19,-0.04,-0.05,-0.0
134942,-0.03,-0.02,0.23,0.2,0.01
135020,-0.0,-0.06,-0.09,-0.11,0.16
135128,-0.06,-0.16,-0.04,-0.01,0.03
135146,-0.06,-0.15,-0.04,-0.05,0.03
135164,-0.07,-0.22,0.36,0.73,-0.12
135226,-0.06,-0.2,-0.02,-0.01,-0.1
135244,-0.05,-0.19,0.1,0.24,-0.22
135315,-0.07,-0.23,-0.21,-0.05,0.01
135404,-0.05,-0.11,-0.11,-0.07,0.06
135431,-0.03,-0.09,-0.02,-0.11,0.01
135501,-0.05,-0.1,-0.0,0.03,-0.0
135547,-0.06,-0.14,-0.02,-0.0,0.01
135618,-0.06,-0.11,-0.06,0.1,-0.0
135654,-0.06,-0.15,-0.01,-0.02,-0.04
135681,-0.06,-0.16,-0.04,-0.05,-0.01
135725,-0.05,-0.08,-0.06,-0.15,0.14
135789,-0.05,-0.11,-0.03,0.21,0.1
135850,-0.15,0.58,0.46,0.16,0.44
135896,-0.04,-0.14,-0.01,0.11,0.04
135949,-0.01,-0.17,0.37,0.54,-0.25
136107,-0.03,-0.1,0.1,0.81,-0.17
136134,0.04,-0.1,0.02,-0.06,0.19
136198,-0.1,-0.39,-0.23,-0.36,-1.88
136241,-0.13,-0.31,-0.21,1.87,-0.16
136250,-0.06,-0.15,-0.04,-0.02,0.02
136269,-0.05,-0.15,-0.08,-0.07,0.14
136278,-0.07,-0.2,-0.04,-0.03,-0.2
136483,1.35,7.37,-3.32,-5.87,0.03
136526,0.26,0.87,-0.89,-0.74,-0.87
136553,-0.04,-0.09,0.06,0.13,0.07
136599,0.23,1.72,-0.27,0.56,0.93
136642,-0.03,-0.12,0.19,-0.13,0.14
136713,-0.06,0.54,-0.24,-0.95,-0.07
136768,-0.06,-0.18,-0.05,-0.04,-0.02
136802,-0.06,-0.17,-0.06,-0.02,-0.02
136848,-0.08,-0.35,-0.08,-0.06,-0.13
136919,-0.06,-0.11,0.1,0.1,0.0
136964,-0.06,-0.15,-0.0,-0.01,0.02
137032,-0.06,-0.12,-0.03,-0.02,0.05
137069,-0.05,-0.32,-0.25,-0.84,-0.12
137103,-0.06,-0.15,-0.03,0.01,0.01
137130,-0.06,-0.13,-0.03,0.02,0.03
137185,-0.09,-0.25,0.04,0.06,-0.18
137229,-0.04,0.32,-0.11,-0.28,-0.1
137274,-0.06,-0.16,-0.03,-0.01,0.01
137292,-0.06,-0.11,-0.01,-0.02,0.03
137363,-0.06,-0.16,-0.04,-0.01,0.03
137407,-0.05,0.14,0.02,0.45,0.03
137443,-0.06,-0.17,-0.03,0.02,0.03
137504,-0.05,-0.1,-0.08,-0.13,0.07
137540,-0.05,0.04,-0.34,0.28,0.62
137611,-0.05,-0.08,-0.03,-0.07,0.09
137675,-0.07,0.09,0.41,0.34,-0.11
137728,-0.15,-1.15,0.01,0.45,-0.75
137746,-0.05,-0.03,0.05,0.03,0.01
137764,-0.06,-0.14,0.02,0.03,-0.1
137844,-0.06,-0.16,-0.03,-0.01,0.02
137899,-0.02,-0.09,-0.29,-0.37,0.23
137960,-0.09,-0.14,-0.15,-0.28,0.14
138039,-0.01,0.42,-0.25,-0.69,0.41
138084,-0.08,-0.3,0.53,0.41,-0.06
138164,-0.04,-0.05,-0.08,-0.1,0.09
138208,-0.08,-0.16,-0.05,0.07,0.01
138280,-0.04,0.1,-0.04,0.01,0.24
138351,-0.07,-0.06,-0.03,-0.25,0.18
138431,-0.08,-0.06,0.25,0.01,0.24
138501,-0.06,-0.19,-0.02,0.04,-0.02
138538,-0.06,-0.17,-0.04,-0.01,0.02
138574,-0.06,-0.17,-0.01,-0.04,0.01
138618,-0.02,-0.03,-0.35,-0.41,0.4
138663,-0.07,-0.17,0.16,0.38,0.02
138734,-0.06,-0.16,-0.03,-0.02,0.0
138770,-0.05,-0.14,0.0,0.01,0.09
138805,-0.06,-0.09,-0.05,-0.1,0.03
138869,-0.06,-0.15,-0.04,-0.01,0.03
138921,-0.05,-0.17,-0.09,-0.05,0.13
139009,-0.06,-0.19,-0.02,0.04,-0.08
139054,-0.06,-0.19,0.01,0.02,-0.02
139107,-0.06,-0.15,-0.06,-0.07,0.06
139143,-0.06,-0.09,-0.03,-0.01,0.03
139170,-0.04,-0.02,0.03,0.05,-0.03
139214,-0.05,-0.11,0.01,0.06,-0.06
139250,-0.05,-0.08,0.02,0.15,-0.09
139287,-0.04,-0.07,-0.12,-0.05,0.23
139330,-0.04,0.03,-0.13,-0.29,0.03
139358,-0.2,-0.82,-0.47,1.16,0.05
139394,-0.03,-0.01,-0.02,0.07,0.1
139704,0.87,2.7,0.11,-5.07,-0.98
139740,-0.13,-0.48,0.0,0.12,-0.49
139811,0.11,0.66,-0.76,-0.84,1.46
139884,0.09,0.61,-0.65,-0.99,0.36
139937,-0.07,-0.19,0.01,0.1,-0.02
139982,0.0,0.26,-0.32,-0.82,0.15
140084,-0.06,-0.18,-0.03,0.03,0.03
140146,-0.01,-0.1,0.15,-0.21,0.02
140208,-0.04,-0.09,-0.11,-0.04,0.16
140244,-0.07,-0.3,0.1,0.1,-0.12
140280,-0.07,-0.2,0.03,-0.01,-0.11
140324,-0.05,-0.1,-0.0,-0.01,0.0
140379,-0.06,-0.13,-0.06,-0.06,0.02
140440,-0.09,-0.26,-0.08,0.03,-0.18
140477,-0.06,-0.14,-0.04,-0.0,0.04
140501,-0.06,-0.16,-0.05,-0.03,0.03
140547,-0.06,-0.18,0.03,0.07,-0.05
140583,-0.05,-0.16,-0.05,0.02,0.02
140627,-0.06,-0.05,0.07,0.79,0.16
140672,-0.05,-0.12,0.0,-0.01,0.05
140770,-0.06,-0.16,-0.04,-0.01,0.01
140823,-0.17,-0.63,0.21,2.0,-5.32
140869,-0.05,-0.26,0.01,-0.03,-0.3
140958,-0.05,-0.12,-0.03,0.06,0.02
141027,-0.06,-0.14,-0.03,-0.01,0.03
141081,-0.05,-0.15,-0.03,0.01,0.0
141134,-0.05,-0.08,-0.07,-0.08,0.07
141232,-0.07,-0.09,0.05,0.01,0.02
141312,-0.06,-0.15,-0.02,-0.02,0.02
141376,-0.02,-0.12,-0.08,-0.03,-0.25
141447,-0.03,-0.25,-0.2,-0.2,-0.12
141535,-0.06,-0.16,-0.03,0.02,0.0
141580,-0.04,-0.12,0.0,-0.18,0.05
141722,-0.06,-0.22,0.14,0.23,-0.14
141786,-0.06,-0.16,-0.04,-0.01,0.02
141884,-0.06,-0.15,-0.02,-0.0,0.03
141946,-0.06,-0.18,0.02,0.02,-0.09
142006,-0.06,-0.1,0.03,0.06,-0.01
142079,-0.14,-1.0,0.74,0.55,-0.84
142122,-0.06,-0.15,-0.05,0.0,-0.01
142177,-0.06,-0.17,-0.0,0.06,-0.04
142239,-0.1,-0.69,0.84,2.2,-0.51
142284,-0.09,-0.06,0.04,0.39,-0.05
142337,-0.07,-0.18,-0.05,-0.02,-0.16
142373,-0.06,-0.12,-0.01,0.08,0.09
142426,-0.06,-0.1,-0.04,-0.03,-0.03
142499,-0.05,-0.16,-0.02,-0.03,0.01
142550,-0.06,-0.13,-0.02,-0.03,0.01
142612,-0.05,-0.14,-0.02,0.0,-0.01
142676,-0.05,-0.28,0.05,0.07,-0.34
142710,-0.05,-0.14,-0.03,0.0,0.01
142774,-0.08,-0.28,0.02,0.1,-0.11
142854,-0.05,-0.15,-0.03,0.0,0.04
142881,-0.02,0.05,-0.02,0.17,0.16
142952,-0.04,-0.13,0.1,-0.08,-0.01
143021,-0.06,-0.08,0.13,0.1,-0.07
143067,-0.05,-0.13,-0.07,-0.07,0.1
143147,-0.04,-0.18,0.08,-0.05,0.03
143450,2.26,11.37,-1.12,-9.68,-2.44
143487,-0.04,-0.93,-0.33,0.47,-1.39
143502,-0.04,0.33,-0.13,-0.68,-0.03
143520,-0.05,-0.1,0.0,0.12,0.24
143557,0.41,0.33,-0.4,-0.81,-0.02
143619,0.67,3.05,7.49,-0.3,-12.99
143646,-0.06,-0.1,0.06,0.12,0.13
143682,0.01,-0.29,-0.25,-0.67,-0.37
143735,0.2,-0.25,-0.77,-1.5,-0.5
143771,-0.03,0.01,0.06,-0.04,-0.05
143806,-0.01,-0.25,2.0,-0.61,2.6
143851,-0.11,-0.7,-0.28,-0.38,-0.19
143888,-0.02,-0.13,-0.03,-0.12,0.1
143922,-0.05,-0.14,-0.03,-0.01,0.07
143959,-0.1,-0.26,0.04,0.17,0.06
143995,-0.06,-0.16,-0.04,-0.02,-0.0
144054,-0.05,0.26,0.54,-0.04,-0.46
144116,-0.05,-0.13,0.02,-0.06,0.08
144152,-0.07,-0.17,0.01,-0.02,-0.04
144198,-0.04,-0.12,-0.04,-0.04,0.12
144232,-0.04,-0.13,-0.02,0.07,-0.08
144303,-0.06,-0.17,0.01,0.04,-0.01
144349,-0.07,-0.16,0.01,0.04,0.04
144376,-0.05,-0.1,-0.1,0.01,0.18
144410,-0.06,-0.17,-0.04,-0.0,0.02
144456,-0.06,-0.12,0.03,0.06,0.01
144508,-0.1,-0.18,-0.08,0.2,-0.0
144535,-0.06,-0.17,-0.03,-0.01,-0.0
144553,-0.06,-0.16,-0.0,-0.02,-0.07
144599,-0.06,-0.12,0.0,0.01,0.1
144615,-0.02,-0.0,-0.34,-0.55,0.25
144651,-0.06,-0.17,-0.04,0.0,0.02
144713,-0.06,-0.14,-0.04,-0.08,0.05
144731,-0.06,-0.16,-0.03,-0.01,0.02
144795,-0.05,-0.13,-0.05,-0.03,0.04
144866,-0.05,-0.15,-0.04,-0.02,0.06
144893,-0.07,-0.14,-0.02,-0.0,0.03
144928,-0.02,-0.31,0.01,-0.29,0.19
144964,-0.06,-0.13,-0.03,-0.04,0.04
144991,-0.06,-0.14,-0.04,-0.02,0.03
145042,-0.06,-0.16,-0.04,-0.01,0.03
145104,-0.05,-0.16,0.04,-0.13,0.01
145140,-0.05,-0.12,-0.11,-0.04,0.06
145202,-0.05,-0.11,-0.45,-0.01,0.09
145220,-0.06,-0.13,-0.02,0.02,0.02
145275,-0.08,-0.18,0.05,-0.05,-0.2
145293,-0.07,0.28,-0.21,-0.71,-0.2
145355,-0.05,-0.18,-0.05,-0.04,-0.01
145382,-0.05,-0.14,-0.03,-0.0,0.04
145408,-0.06,-0.17,0.07,0.52,0.0
145471,0.0,0.16,-0.23,-0.24,0.57
145499,-0.11,0.08,0.34,-0.21,0.07
145603,-0.04,-0.02,-0.03,-0.23,0.09
145667,-0.05,-0.12,0.0,-0.0,0.04
145738,-0.07,-0.09,0.25,0.48,-0.12
145765,-0.01,0.17,-0.13,0.23,-0.25
145792,-0.11,-0.49,0.32,0.6,-0.55
145827,0.05,-0.17,-1.07,-0.92,0.46
145907,-0.04,-0.06,-0.01,-0.13,0.15
145934,-0.07,-0.17,-0.03,0.0,-0.2
145961,-0.06,-0.14,-0.06,-0.0,0.05
145998,-0.07,-0.18,0.04,0.08,0.0
146012,-0.06,-0.11,-0.06,-0.04,-0.02
146021,-0.03,-0.09,0.04,-0.06,0.32
146263,1.7,6.37,-3.04,-2.67,-4.93
146281,0.06,0.45,1.26,1.31,-0.18
146325,-0.05,-0.18,0.16,-0.25,-0.14
146370,-0.17,-0.13,0.75,0.68,0.13
146432,0.17,1.31,1.15,2.0,-1.35
146502,0.27,1.03,-0.11,0.46,1.97
146539,0.22,1.57,1.33,-0.15,4.06
146584,0.02,0.13,-0.02,0.66,-0.2
146628,0.35,1.36,1.34,-0.18,-0.38
146655,0.04,0.09,0.0,-0.28,0.2
146708,-0.06,-0.11,0.09,0.04,0.06
146744,-0.17,-0.6,1.33,1.13,-1.39
146799,-0.05,-0.03,0.08,0.15,0.05
146860,-0.03,-0.01,0.18,-0.13,0.09
146904,-0.09,-0.12,0.36,0.61,-0.17
146931,-0.09,-0.13,0.07,-0.11,-0.21
146995,-0.07,-0.16,-0.04,0.07,0.01
147036,-0.06,-0.19,0.06,0.12,-0.03
147054,-0.06,-0.12,0.05,0.04,0.01
147072,-0.03,-0.12,0.0,0.17,-0.05
147134,-0.18,-0.01,0.1,-0.85,-1.0
147161,-0.07,-0.15,0.01,-0.05,-0.07
147205,-0.06,-0.17,0.05,0.16,-0.0
147241,-0.06,-0.08,0.04,0.13,0.18
147358,-0.03,0.17,-0.06,-0.31,0.06
147465,-0.06,-0.15,-0.02,-0.0,-0.01
147526,-0.04,-0.07,0.12,0.07,0.2
147580,-0.06,-0.18,-0.03,-0.07,-0.18
147633,-0.04,0.04,-0.03,0.03,0.11
147660,-0.02,-0.2,0.44,-0.47,-0.23
147713,-0.05,-0.13,-0.04,-0.07,0.05
147786,-0.06,-0.15,0.04,0.06,-0.01
147884,-0.06,-0.14,-0.02,-0.06,-0.03
147937,-0.05,-0.1,0.0,-0.13,-0.1
148006,-0.05,-0.12,0.01,0.04,0.04
148097,-0.05,-0.11,-0.01,-0.02,0.06
148131,-0.06,-0.14,0.01,0.2,-0.06
148202,-0.05,-0.12,0.02,-0.01,0.1
148293,-0.05,-0.04,-0.03,-0.07,0.21
148328,-0.05,-0.13,-0.0,-0.05,0.11
148382,-0.06,-0.15,-0.04,-0.02,0.04
148426,-0.05,0.02,0.48,0.58,0.15
148453,-0.07,-0.15,0.04,0.01,0.01
148514,-0.05,-0.2,-0.0,0.03,-0.05
148612,-0.06,-0.0,0.08,0.04,0.04
148667,-0.04,-0.07,-0.23,-0.32,0.11
148694,-0.09,-0.21,0.04,0.15,-0.52
148729,-0.05,-0.09,0.02,0.0,0.1
148765,-0.07,-0.17,-0.12,0.0,-0.21
148872,-0.06,-0.12,-0.01,-0.06,0.03
148916,-0.06,-0.16,-0.01,-0.01,-0.01
148970,-0.08,-0.19,-0.06,0.75,0.03
149049,-0.06,-0.1,0.18,0.26,0.15
149101,-0.06,-0.17,-0.13,-0.09,0.11
149138,-0.05,-0.15,0.05,0.16,0.04
149183,-0.05,-0.15,-0.05,-0.04,0.05
149227,-0.07,-0.16,0.18,0.13,-0.23
149290,-0.01,0.28,-0.05,-0.22,0.39
149316,-0.06,0.07,0.25,0.36,0.26
149370,-0.06,-0.19,-0.02,0.04,-0.06
149414,0.07,0.38,0.57,-1.24,0.12
149502,-0.06,-0.16,-0.04,-0.01,0.03
149539,-0.04,-0.06,-0.03,-0.04,0.17
149584,-0.06,-0.16,-0.02,-0.01,0.0
149655,-0.06,-0.15,-0.04,0.02,-0.21
149682,-0.06,-0.14,-0.02,-0.03,-0.01
149753,-0.04,-0.1,-0.05,-0.12,0.05
149780,-0.05,-0.05,-0.05,-0.16,0.09
149833,-0.06,0.05,-0.08,-0.23,0.06
149851,-0.04,-0.12,-0.01,-0.07,0.14
149931,0.03,-0.34,-0.27,0.39,-0.04
149968,-0.04,-0.24,-0.18,0.01,0.32
150043,-0.08,-0.21,-0.06,-0.0,-0.6
150070,-0.07,-0.17,0.03,-0.01,-0.08
150114,-0.05,-0.1,0.0,0.07,0.06
150178,-0.03,-0.06,-0.07,-0.15,0.14
150196,-0.05,-0.13,0.01,0.02,0.02
150221,-0.06,-0.1,-0.05,-0.1,0.02
150258,-0.04,-0.03,0.0,-0.18,0.02
150294,-0.04,-0.11,-0.04,-0.04,0.1
150310,-0.09,-0.22,-0.05,0.0,-0.18
150356,-0.07,-0.14,0.0,-0.02,-0.02
150418,-0.06,-0.17,0.04,0.12,-0.08
150445,-0.05,-0.11,0.15,-0.02,-0.04
150524,-0.06,-0.13,-0.0,-0.03,0.04
150588,-0.08,-0.18,0.1,-0.18,-0.09
150702,-0.06,-0.13,-0.02,-0.01,0.04
150766,-0.06,-0.15,-0.02,0.08,0.08
150891,-0.05,-0.14,-0.06,-0.06,0.05
150935,-0.05,-0.02,0.02,-0.18,-0.02
150980,-0.05,-0.13,-0.04,-0.02,0.08
151022,-0.09,0.28,0.75,0.42,-0.44
151077,-0.03,-0.2,-0.26,-0.09,-0.2
151095,-0.1,0.03,-0.01,-0.76,0.48
151120,-0.07,-0.07,0.07,0.02,-0.14
151157,-0.06,-0.16,-0.04,-0.01,0.03
151246,-0.05,-0.15,-0.04,-0.01,0.0
151344,-0.06,-0.16,-0.0,-0.02,-0.04
151433,-0.06,-0.18,-0.02,0.01,0.0
151442,-0.09,-0.13,0.04,-0.06,-0.19
151451,-0.04,0.02,-0.2,0.46,-0.07
151460,-0.06,-0.1,0.04,0.05,0.12
151479,-0.05,-0.16,-0.02,0.17,-0.02
151488,-0.07,-0.19,-0.02,-0.07,-0.13
151497,-0.05,-0.15,0.07,-0.1,-0.05
151503,-0.05,-0.11,-0.02,-0.04,0.14
151512,-0.06,-0.17,-0.0,-0.06,-0.03
151521,-0.05,-0.1,-0.13,-0.07,0.2
151530,-0.05,-0.15,-0.03,-0.01,0.06
151549,-0.06,-0.11,-0.01,-0.02,0.02
151558,-0.05,-0.18,-0.01,0.11,0.04
151567,-0.06,-0.17,-0.06,-0.02,0.03
151576,-0.05,-0.14,-0.03,-0.03,0.07
151585,-0.05,-0.14,-0.04,-0.03,0.05
151683,0.34,0.42,0.24,-1.8,1.49
151709,-0.06,-0.16,0.01,0.05,0.02
151736,-0.03,-0.11,-0.07,-0.17,0.03
151763,-0.08,-0.2,-0.03,0.02,-0.04
151790,0.31,1.73,-4.4,-1.09,-4.17
151816,-0.08,-0.06,-0.08,-0.04,-0.0
151834,-0.12,-0.15,0.34,1.15,-0.21
151870,-0.07,0.63,1.18,1.19,0.18
151905,-0.26,-1.79,-5.33,1.42,-2.27
151932,-0.06,-0.16,-0.04,-0.01,0.03
151978,0.15,1.24,6.99,0.68,6.3
151996,-0.06,-0.17,-0.03,-0.01,0.01
152038,-0.06,-0.15,-0.04,-0.01,0.05
152083,-0.08,-0.12,0.05,-0.09,-0.26
152127,-0.04,-0.04,-0.38,0.07,0.45
152172,-0.07,-0.31,0.11,0.08,-0.14
152234,-0.06,-0.11,0.04,0.02,-0.04
152252,-0.06,-0.15,-0.02,-0.03,0.09
152270,-0.06,-0.16,-0.04,-0.0,0.02
152314,-0.06,-0.16,-0.04,-0.01,0.04
